Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Quantity (bin),Region,Row ID,Ship Date,Ship Mode,State,Sub-Category,Profit,Quantity,Sales,Sales Agent ID
Office Supplies,Charlotte,United States,JM-15250,Janet Martin,23-11-2019,CA-119004-2019_11_23,28205,OFF-AR-10000390,Newell Chalk Holder,0,South,109,28-11-2019,Standard Class,North Carolina,Art,0.9912,1,3.304,32
Technology,Orland Park,United States,PA-19060,Pete Armstrong,15-10-2017,CA-129476-2017_10_15,60462,TEC-AC-10000844,LogitechÊGaming G510s - Keyboard,4,Central,110,20-10-2017,Standard Class,Illinois,Accessories,101.988,5,339.96,12
Furniture,New York City,United States,CV-12805,Cynthia Voltz,25-12-2019,CA-146780-2019_12_25,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,2,East,111,30-12-2019,Standard Class,New York,Furnishings,12.588,2,41.96,31
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,03-11-2018,CA-128867-2018_11_03,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",2,Central,112,10-11-2018,Standard Class,Iowa,Art,22.788,2,75.96,14
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,03-11-2018,CA-128867-2018_11_03,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",6,Central,113,10-11-2018,Standard Class,Iowa,Binders,8.172,6,27.24,14
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2016,CA-115259-2016_08_25,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",14,East,114,27-08-2016,Second Class,Ohio,Fasteners,12.0288,14,40.096,34
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2016,CA-115259-2016_08_25,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2,East,115,27-08-2016,Second Class,Ohio,Envelopes,1.416,2,4.72,34
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2016,CA-115259-2016_08_25,43229,OFF-PA-10004965,Xerox 1921,2,East,116,27-08-2016,Second Class,Ohio,Paper,7.1928,3,23.976,34
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,25-08-2016,CA-115259-2016_08_25,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",6,East,117,27-08-2016,Second Class,Ohio,Envelopes,39.1392,6,130.464,34
Furniture,Seattle,United States,DK-13090,Dave Kipp,02-03-2017,CA-110457-2017_03_02,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,2,West,118,06-03-2017,Standard Class,Washington,Tables,236.259,3,787.53,46
Office Supplies,Bristol,United States,GG-14650,Greg Guthrie,05-04-2017,US-136476-2017_04_05,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,0,South,119,10-04-2017,Standard Class,Tennessee,Binders,47.3382,1,157.794,41
Furniture,Wilmington,United States,SC-20725,Steven Cartwright,12-06-2018,CA-103730-2018_06_12,19805,FUR-FU-10002157,Artistic Insta-Plaque,2,East,120,15-06-2018,First Class,Delaware,Furnishings,14.112,3,47.04,7
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,12-06-2018,CA-103730-2018_06_12,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,4,East,121,15-06-2018,First Class,Delaware,Binders,9.252,4,30.84,7
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,12-06-2018,CA-103730-2018_06_12,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",6,East,122,15-06-2018,First Class,Delaware,Storage,67.968,6,226.56,7
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,12-06-2018,CA-103730-2018_06_12,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,8,East,123,15-06-2018,First Class,Delaware,Envelopes,34.506,9,115.02,7
Technology,Wilmington,United States,SC-20725,Steven Cartwright,12-06-2018,CA-103730-2018_06_12,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,6,East,124,15-06-2018,First Class,Delaware,Phones,20.412,7,68.04,7
Furniture,Houston,United States,AD-10180,Alan Dominguez,26-12-2016,US-152030-2016_12_26,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2,Central,125,28-12-2016,Second Class,Texas,Chairs,180.1674,3,600.558,42
Furniture,Bloomington,United States,PF-19165,Philip Fox,20-09-2016,US-134614-2016_09_20,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,6,Central,126,25-09-2016,Standard Class,Illinois,Tables,185.31,6,617.7,12
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,05-11-2019,US-107272-2019_11_05,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",2,West,127,12-11-2019,Standard Class,Arizona,Binders,0.7164,2,2.388,2
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,05-11-2019,US-107272-2019_11_05,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",6,West,128,12-11-2019,Standard Class,Arizona,Storage,73.1976,7,243.992,2
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,06-11-2018,US-125969-2018_11_06,90004,FUR-CH-10001146,"Global Task Chair, Black",2,West,129,10-11-2018,Second Class,California,Chairs,24.4272,2,81.424,4
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,06-11-2018,US-125969-2018_11_06,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,2,West,130,10-11-2018,Second Class,California,Furnishings,71.568,3,238.56,4
Technology,Columbus,United States,DW-13585,Dorothy Wardle,02-02-2019,US-164147-2019_02_02,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,4,East,131,05-02-2019,First Class,Ohio,Phones,17.991,5,59.97,34
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,02-02-2019,US-164147-2019_02_02,43229,OFF-PA-10002377,Xerox 1916,2,East,132,05-02-2019,First Class,Ohio,Paper,23.4912,2,78.304,34
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,02-02-2019,US-164147-2019_02_02,43229,OFF-FA-10002780,Staples,8,East,133,05-02-2019,First Class,Ohio,Fasteners,6.4368,9,21.456,34
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2018,CA-145583-2018_10_13,95661,OFF-PA-10001804,Xerox 195,2,West,134,19-10-2018,Standard Class,California,Paper,6.012,3,20.04,4
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2018,CA-145583-2018_10_13,95661,OFF-PA-10001736,Xerox 1880,0,West,135,19-10-2018,Standard Class,California,Paper,10.632,1,35.44,4
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2018,CA-145583-2018_10_13,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",4,West,136,19-10-2018,Standard Class,California,Art,3.456,4,11.52,4
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2018,CA-145583-2018_10_13,95661,OFF-FA-10002988,Ideal Clamps,2,West,137,19-10-2018,Standard Class,California,Fasteners,1.206,2,4.02,4
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2018,CA-145583-2018_10_13,95661,OFF-BI-10004781,GBC Wire Binding Strips,2,West,138,19-10-2018,Standard Class,California,Binders,22.8528,3,76.176,4
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,13-10-2018,CA-145583-2018_10_13,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,6,West,139,19-10-2018,Standard Class,California,Supplies,19.764,6,65.88,4
Furniture,Roseville,United States,LC-16885,Lena Creighton,13-10-2018,CA-145583-2018_10_13,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,14,West,140,19-10-2018,Standard Class,California,Furnishings,12.936,14,43.12,4
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,05-09-2018,CA-110366-2018_09_05,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",2,East,141,07-09-2018,Second Class,Pennsylvania,Furnishings,24.84,2,82.8,37
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,18-09-2019,CA-106180-2019_09_18,94122,OFF-AR-10000940,Newell 343,2,West,142,23-09-2019,Standard Class,California,Art,2.646,3,8.82,4
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,18-09-2019,CA-106180-2019_09_18,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,2,West,143,23-09-2019,Standard Class,California,Envelopes,3.258,3,10.86,4
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,18-09-2019,CA-106180-2019_09_18,94122,OFF-PA-10004327,Xerox 1911,2,West,144,23-09-2019,Standard Class,California,Paper,43.11,3,143.7,4
Office Supplies,Independence,United States,SG-20080,Sandra Glassco,22-12-2019,CA-155376-2019_12_22,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2,Central,145,27-12-2019,Standard Class,Missouri,Appliances,251.829,3,839.43,24
Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,07-09-2017,CA-110744-2017_09_07,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,6,West,146,12-09-2017,Standard Class,California,Storage,201.579,7,671.93,4
Furniture,Newark,United States,MG-17680,Maureen Gastineau,22-10-2016,CA-110072-2016_10_22,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",4,East,147,28-10-2016,Standard Class,Ohio,Furnishings,28.1664,4,93.888,34
Technology,Franklin,United States,JE-16165,Justin Ellison,05-12-2018,CA-114489-2018_12_05,53132,TEC-PH-10000215,Plantronics CordlessÊPhone HeadsetÊwith In-line Volume - M214C,10,Central,148,09-12-2018,Standard Class,Wisconsin,Phones,115.335,11,384.45,48
Technology,Franklin,United States,JE-16165,Justin Ellison,05-12-2018,CA-114489-2018_12_05,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,2,Central,149,09-12-2018,Standard Class,Wisconsin,Phones,44.991,3,149.97,48
Furniture,Franklin,United States,JE-16165,Justin Ellison,05-12-2018,CA-114489-2018_12_05,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",8,Central,150,09-12-2018,Standard Class,Wisconsin,Chairs,585.552,8,1951.84,48
Office Supplies,Franklin,United States,JE-16165,Justin Ellison,05-12-2018,CA-114489-2018_12_05,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,4,Central,151,09-12-2018,Standard Class,Wisconsin,Binders,51.465,5,171.55,48
Office Supplies,Scottsdale,United States,TW-21025,Tamara Willingham,13-03-2018,CA-158834-2018_03_13,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,4,West,152,16-03-2018,First Class,Arizona,Appliances,47.376,5,157.92,2
Technology,Scottsdale,United States,TW-21025,Tamara Willingham,13-03-2018,CA-158834-2018_03_13,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo CordedÊHeadset,2,West,153,16-03-2018,First Class,Arizona,Phones,60.9552,2,203.184,2
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,31-05-2017,CA-124919-2017_05_31,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,6,West,154,02-06-2017,First Class,California,Paper,17.514,7,58.38,4
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,31-05-2017,CA-124919-2017_05_31,95123,OFF-PA-10002254,Xerox 1883,4,West,155,02-06-2017,First Class,California,Paper,31.656,4,105.52,4
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,31-05-2017,CA-124919-2017_05_31,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",6,West,156,02-06-2017,First Class,California,Storage,24.264,6,80.88,4
Office Supplies,Seattle,United States,NK-18490,Neil Knudson,28-05-2017,CA-118948-2017_05_28,98105,OFF-AR-10001547,Newell 311,2,West,157,03-06-2017,Standard Class,Washington,Art,1.989,3,6.63,46
Furniture,Seattle,United States,DB-13060,Dave Brooks,01-03-2016,CA-104269-2016_03_01,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2,West,158,06-03-2016,Second Class,Washington,Chairs,137.2704,2,457.568,46
Office Supplies,Edmond,United States,NP-18670,Nora Paige,20-11-2018,CA-114104-2018_11_20,73034,OFF-LA-10002475,Avery 519,2,Central,159,24-11-2018,Standard Class,Oklahoma,Labels,4.386,2,14.62,35
Technology,Edmond,United States,NP-18670,Nora Paige,20-11-2018,CA-114104-2018_11_20,73034,TEC-PH-10004536,Avaya 5420 Digital phone,6,Central,160,24-11-2018,Standard Class,Oklahoma,Phones,283.479,7,944.93,35
Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,11-05-2018,CA-162733-2018_05_11,90045,OFF-PA-10002751,Xerox 1920,0,West,161,12-05-2018,First Class,California,Paper,1.794,1,5.98,4
Technology,Philadelphia,United States,EM-13960,Eric Murdock,28-12-2017,CA-119697-2017_12_28,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,2,East,162,31-12-2017,Second Class,Pennsylvania,Accessories,16.3152,2,54.384,37
Office Supplies,Carlsbad,United States,RD-19900,Ruben Dartt,16-11-2018,CA-154508-2018_11_16,88220,OFF-EN-10001990,Staple envelope,4,West,163,20-11-2018,Standard Class,New Mexico,Envelopes,8.52,5,28.4,30
Office Supplies,Seattle,United States,MJ-17740,Max Jones,07-11-2018,CA-113817-2018_11_07,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,2,West,164,11-11-2018,Standard Class,Washington,Binders,8.304,2,27.68,46
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,08-09-2016,CA-139892-2016_09_08,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,2,Central,165,12-09-2016,Standard Class,Texas,Art,2.9808,3,9.936,42
Technology,San Antonio,United States,BM-11140,Becky Martin,08-09-2016,CA-139892-2016_09_08,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,8,Central,166,12-09-2016,Standard Class,Texas,Machines,2447.9856,8,8159.952,42
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,08-09-2016,CA-139892-2016_09_08,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,2,Central,167,12-09-2016,Standard Class,Texas,Storage,82.7784,3,275.928,42
Furniture,San Antonio,United States,BM-11140,Becky Martin,08-09-2016,CA-139892-2016_09_08,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,8,Central,168,12-09-2016,Standard Class,Texas,Chairs,522.018,9,1740.06,42
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,08-09-2016,CA-139892-2016_09_08,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,6,Central,169,12-09-2016,Standard Class,Texas,Art,9.6192,6,32.064,42
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,08-09-2016,CA-139892-2016_09_08,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,4,Central,170,12-09-2016,Standard Class,Texas,Appliances,53.394,5,177.98,42
Technology,San Antonio,United States,BM-11140,Becky Martin,08-09-2016,CA-139892-2016_09_08,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,2,Central,171,12-09-2016,Standard Class,Texas,Phones,43.1928,3,143.976,42
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,05-08-2016,CA-118962-2016_08_05,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Ó x 11Ó",2,West,172,09-08-2016,Standard Class,California,Paper,6.282,3,20.94,4
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,05-08-2016,CA-118962-2016_08_05,90004,OFF-PA-10001144,Xerox 1913,2,West,173,09-08-2016,Standard Class,California,Paper,33.288,2,110.96,4
Furniture,Los Angeles,United States,CS-12130,Chad Sievert,05-08-2016,CA-118962-2016_08_05,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",6,West,174,09-08-2016,Standard Class,California,Chairs,102.0432,7,340.144,4
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,14-09-2016,US-100853-2016_09_14,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2,Central,175,19-09-2016,Standard Class,Illinois,Appliances,15.7344,2,52.448,12
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,14-09-2016,US-100853-2016_09_14,60623,OFF-LA-10003148,Avery 51,4,Central,176,19-09-2016,Standard Class,Illinois,Labels,6.048,4,20.16,12
Office Supplies,Houston,United States,SJ-20500,Shirley Jackson,21-04-2019,US-152366-2019_04_21,77036,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",4,Central,177,25-04-2019,Second Class,Texas,Appliances,29.1792,4,97.264,42
Furniture,Newark,United States,JE-15745,Joel Eaton,21-11-2017,US-101511-2017_11_21,43055,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",6,East,178,23-11-2017,Second Class,Ohio,Chairs,119.0406,7,396.802,34
Office Supplies,Newark,United States,JE-15745,Joel Eaton,21-11-2017,US-101511-2017_11_21,43055,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,4,East,179,23-11-2017,Second Class,Ohio,Supplies,4.764,5,15.88,34
Office Supplies,New York City,United States,JK-15640,Jim Kriz,15-12-2017,CA-137225-2017_12_15,10009,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",0,East,180,19-12-2017,Standard Class,New York,Art,0.984,1,3.28,31
Office Supplies,Decatur,United States,DK-13150,David Kendrick,05-12-2016,CA-166191-2016_12_05,62521,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",2,Central,181,09-12-2016,Second Class,Illinois,Storage,7.4448,2,24.816,12
Technology,Decatur,United States,DK-13150,David Kendrick,05-12-2016,CA-166191-2016_12_05,62521,TEC-AC-10004659,ImationÊSecure+ Hardware Encrypted USB 2.0ÊFlash Drive; 16GB,6,Central,182,09-12-2016,Second Class,Illinois,Accessories,122.6232,7,408.744,12
Technology,Monroe,United States,RM-19675,Robert Marley,19-11-2016,CA-158274-2016_11_19,71203,TEC-PH-10003273,AT&T TR1909W,4,South,183,24-11-2016,Second Class,Louisiana,Phones,151.188,4,503.96,17
Technology,Monroe,United States,RM-19675,Robert Marley,19-11-2016,CA-158274-2016_11_19,71203,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),4,South,184,24-11-2016,Second Class,Louisiana,Phones,44.985,5,149.95,17
Technology,Monroe,United States,RM-19675,Robert Marley,19-11-2016,CA-158274-2016_11_19,71203,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,2,South,185,24-11-2016,Second Class,Louisiana,Accessories,8.7,2,29,17
Office Supplies,Fairfield,United States,SK-19990,Sally Knutson,28-11-2018,CA-105018-2018_11_28,06824,OFF-BI-10001890,Avery Poly Binder Pockets,2,East,186,02-12-2018,Standard Class,Connecticut,Binders,2.148,2,7.16,6
Technology,Los Angeles,United States,FM-14290,Frank Merwin,26-08-2016,CA-123260-2016_08_26,90032,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,8,West,187,30-08-2016,Standard Class,California,Accessories,53.04,8,176.8,4
Office Supplies,Grand Prairie,United States,AM-10360,Alice McCarthy,16-07-2018,CA-157000-2018_07_16,75051,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",2,Central,188,22-07-2018,Standard Class,Texas,Storage,11.1672,3,37.224,42
Office Supplies,Grand Prairie,United States,AM-10360,Alice McCarthy,16-07-2018,CA-157000-2018_07_16,75051,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,2,Central,189,22-07-2018,Standard Class,Texas,Paper,6.0048,3,20.016,42
Furniture,New York City,United States,MP-17470,Mark Packer,12-10-2017,CA-102281-2017_10_12,10035,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",4,East,190,14-10-2017,First Class,New York,Bookcases,269.7408,4,899.136,31
Technology,New York City,United States,MP-17470,Mark Packer,12-10-2017,CA-102281-2017_10_12,10035,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,6,East,191,14-10-2017,First Class,New York,Phones,21.528,6,71.76,31
Office Supplies,New York City,United States,MP-17470,Mark Packer,12-10-2017,CA-102281-2017_10_12,10035,OFF-PA-10000061,Xerox 205,8,East,192,14-10-2017,First Class,New York,Paper,15.552,8,51.84,31
Furniture,New York City,United States,MP-17470,Mark Packer,12-10-2017,CA-102281-2017_10_12,10035,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",2,East,193,14-10-2017,First Class,New York,Bookcases,187.9056,3,626.352,31
Office Supplies,New York City,United States,MP-17470,Mark Packer,12-10-2017,CA-102281-2017_10_12,10035,OFF-AR-10003514,4009 Highlighters by Sanford,4,East,194,14-10-2017,First Class,New York,Art,5.97,5,19.9,31
Office Supplies,Redlands,United States,MZ-17515,Mary Zewe,31-10-2017,CA-131457-2017_10_31,92374,OFF-EN-10001509,Poly String Tie Envelopes,6,West,195,06-11-2017,Standard Class,California,Envelopes,4.284,7,14.28,4
Office Supplies,Hamilton,United States,CB-12025,Cassandra Brandow,21-03-2016,CA-140004-2016_03_21,45011,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",2,East,196,25-03-2016,Standard Class,Ohio,Art,2.2224,2,7.408,34
